heart_rate,calories_burned,sleep_hours,steps_walked,stress_level,posture_score,joint_flexibility,repetition_count,motion_type,shift_hours,night_shift,overtime_hours,risk_class
73,1853,5.1,6750,2,35,48,317,bending,8,1,5,2
91,2239,3.6,12370,5,60,88,83,lifting,9,1,2,1
80,1503,4.4,10343,5,21,120,495,kneeling,12,0,5,1
85,1720,6.3,5875,8,84,102,400,kneeling,10,0,4,0
69,3679,7.3,19318,6,69,159,296,kneeling,6,0,0,0
85,2894,9.1,6899,8,64,102,488,sitting,11,0,0,0
80,2215,7.5,14934,1,52,54,221,walking,11,1,0,1
89,2163,6.5,9542,2,23,41,447,bending,12,1,0,1
71,2703,8.3,1152,7,92,88,308,climbing,9,0,0,0
119,2575,6.5,4286,5,96,36,379,sitting,12,1,1,1
116,2712,6.8,15651,8,56,41,157,lifting,12,1,3,2
66,2566,3.5,17784,8,79,154,417,kneeling,12,1,0,1
80,3140,7.2,6262,2,95,59,478,bending,7,1,5,1
109,3885,3.7,3066,6,90,164,144,bending,6,1,5,1
90,3153,7.6,8528,0,99,178,158,climbing,12,0,2,0
66,2787,7.4,19888,2,84,107,70,climbing,9,1,3,1
77,1919,6.1,8930,7,55,134,376,climbing,12,1,4,1
81,3216,4.7,15525,1,68,105,121,climbing,6,0,0,0
85,3621,5.7,13174,2,59,48,463,climbing,6,1,4,1
91,2732,6.4,6371,5,72,93,139,bending,11,0,1,1
80,1859,3.6,3683,0,41,172,267,walking,11,0,2,1
96,1776,5.1,2744,1,31,63,23,lifting,11,1,2,2
89,2557,7.7,4055,5,80,175,223,lifting,10,1,1,0
72,3550,3.8,3219,2,52,112,411,bending,10,0,2,0
114,3457,8.0,17676,0,83,41,299,walking,9,1,3,1
77,2290,6.0,10440,2,62,100,91,bending,8,1,0,0
120,2205,5.8,4541,10,60,104,204,climbing,9,0,0,1
90,2213,6.9,5886,2,50,59,368,kneeling,11,1,0,1
92,3180,9.2,8891,3,58,100,179,walking,10,1,2,0
115,1691,6.8,19663,10,22,81,488,kneeling,11,1,3,2
104,3937,6.5,5535,8,58,101,0,walking,9,0,3,1
104,2040,7.5,19093,4,99,105,55,bending,11,1,3,1
98,1726,5.1,15932,5,30,118,120,climbing,11,0,3,2
117,1573,8.5,15132,0,89,63,127,bending,10,0,0,0
103,1566,3.6,6645,9,80,167,4,climbing,11,1,5,2
110,3762,4.3,9784,6,60,110,103,lifting,10,0,1,1
71,2196,4.2,17843,8,33,132,319,lifting,7,1,4,2
112,2389,8.1,6718,2,49,72,253,walking,7,1,2,1
68,2597,3.9,13843,0,86,84,284,kneeling,11,0,2,0
108,3725,7.0,9880,8,41,72,109,bending,7,0,1,1
92,2733,6.0,13949,1,97,179,290,climbing,6,0,4,1
105,1884,8.1,14107,3,38,58,122,bending,7,1,5,2
80,2231,4.0,9518,5,65,107,131,climbing,7,0,3,1
61,1710,8.7,17905,9,99,156,410,sitting,12,1,1,1
118,2217,7.4,15825,3,24,85,251,sitting,10,1,5,1
63,3649,4.8,15350,4,48,67,375,lifting,12,0,3,1
102,1518,8.5,19046,3,20,146,249,walking,9,1,3,1
108,2988,9.2,12656,9,86,143,463,climbing,6,1,3,1
113,2459,4.9,11891,3,84,84,255,kneeling,6,0,1,0
94,3925,9.0,10536,10,27,113,223,kneeling,11,1,5,2
113,3378,5.8,4432,9,41,148,480,bending,10,0,1,1
107,1679,6.3,14133,2,55,168,18,kneeling,12,1,1,1
70,2573,7.4,15894,5,74,59,445,climbing,11,0,3,1
69,1722,4.0,1745,1,34,144,164,bending,8,1,5,1
85,3362,6.3,10643,7,51,124,57,lifting,9,1,5,1
79,2716,5.1,17649,9,25,155,485,lifting,11,1,3,2
100,3513,6.6,17883,0,50,34,414,walking,8,0,1,0
103,1507,9.4,1318,8,47,87,154,lifting,10,1,0,1
109,2811,7.7,1598,3,98,79,28,walking,10,0,1,0
108,3012,5.1,4454,3,76,86,55,walking,11,1,5,1
61,2608,6.8,17870,10,89,57,394,kneeling,10,1,5,1
83,3814,8.6,19549,7,49,65,355,walking,11,0,3,1
93,1659,7.2,5694,8,50,177,432,kneeling,9,0,4,1
66,1659,6.0,2023,4,74,147,287,climbing,7,0,1,0
94,1760,8.6,19966,1,93,95,279,climbing,9,0,3,1
101,3055,7.7,18622,6,52,99,422,sitting,10,0,0,0
94,2937,4.0,4466,5,53,72,225,walking,8,1,3,1
74,1560,7.9,17518,0,87,156,69,sitting,10,1,1,0
114,2418,3.6,6287,10,80,76,248,bending,12,1,1,2
67,2908,8.6,6506,7,38,91,35,lifting,11,1,1,1
78,1777,7.9,13573,3,89,70,213,climbing,9,1,4,1
88,2040,6.3,16275,1,93,160,358,sitting,9,0,2,0
72,2733,9.2,11858,10,76,103,459,lifting,10,1,4,1
74,2563,7.6,18497,6,100,159,250,lifting,9,1,3,1
110,2148,7.2,19511,1,83,152,384,walking,9,0,2,0
75,3945,3.5,18816,1,30,33,11,lifting,9,1,4,2
75,1978,9.5,17987,2,72,82,244,bending,8,0,4,0
94,3485,7.6,2561,3,43,77,162,lifting,11,0,4,1
72,2445,7.2,5918,2,80,96,332,sitting,12,1,2,0
102,2933,7.9,10292,4,81,71,227,kneeling,9,0,2,0
78,3293,8.4,16063,1,78,109,12,climbing,9,1,3,1
96,3866,8.0,5117,0,68,60,111,climbing,9,0,1,0
88,3039,4.0,19376,2,60,82,466,lifting,10,1,4,1
115,3522,6.9,3293,2,84,49,90,lifting,7,1,1,1
80,3774,4.2,15232,7,29,38,88,climbing,7,0,5,1
80,1918,7.1,7291,5,73,63,408,kneeling,12,1,2,0
74,3495,7.5,18731,2,84,95,14,bending,6,0,2,0
116,2043,3.9,9695,3,43,41,288,lifting,10,0,4,2
108,1982,4.4,16776,9,70,137,220,bending,9,0,0,1
72,1899,6.4,9732,0,98,85,448,climbing,8,0,1,0
91,3203,8.8,18532,4,87,58,155,bending,11,0,5,1
98,3059,6.5,4265,8,57,113,34,kneeling,7,0,4,1
106,2613,9.5,14977,5,51,161,172,lifting,10,1,0,1
83,3151,6.7,12370,10,94,84,355,sitting,6,0,0,0
113,3391,5.7,6721,8,77,151,84,walking,12,1,3,2
110,2814,3.8,6724,5,98,93,457,bending,12,0,5,1
70,2256,9.3,6529,5,54,103,346,kneeling,12,1,2,0
100,1548,5.0,1437,7,93,111,279,walking,8,1,3,1
90,3303,4.4,13293,7,82,163,97,kneeling,6,1,2,0
117,1829,5.9,18808,0,71,139,92,climbing,12,1,4,2
119,2724,3.6,19951,0,78,83,238,bending,7,0,4,1
106,1956,6.5,9985,8,21,85,204,lifting,8,1,2,1
76,1603,7.6,6973,9,30,122,195,sitting,6,1,5,1
93,2650,6.9,3324,10,54,176,91,walking,10,0,2,0
105,3144,3.7,5383,2,95,89,499,sitting,6,0,5,1
91,2729,8.8,17746,10,71,78,212,kneeling,7,0,2,0
94,2537,5.8,2090,7,20,97,117,sitting,11,0,3,1
83,3983,4.6,15337,2,74,46,450,lifting,10,1,2,1
85,2323,9.0,3503,4,77,131,53,walking,9,1,0,0
93,3693,7.8,16936,5,62,159,416,sitting,7,1,4,1
98,3453,9.5,17760,1,74,137,263,bending,6,1,2,1
64,1929,6.9,17625,8,77,103,329,sitting,11,1,1,1
110,2240,4.0,15830,8,61,105,162,climbing,8,1,5,2
89,1595,5.9,18069,10,63,116,282,bending,10,0,2,1
94,3028,8.7,10292,3,41,149,361,sitting,8,0,0,0
106,2817,6.1,5926,7,78,43,467,lifting,11,1,3,2
70,3096,5.9,19497,8,30,168,29,sitting,7,1,4,1
69,1608,3.8,11673,4,70,90,418,lifting,9,1,5,1
119,3175,3.7,14167,10,59,174,398,walking,12,0,1,1
91,2871,5.5,18653,3,85,163,103,bending,12,0,1,1
101,1864,5.1,9159,10,39,121,435,sitting,10,1,4,2
103,2174,6.5,6696,0,70,139,222,sitting,7,1,3,1
99,3336,9.0,3872,0,92,35,10,walking,12,0,0,1
62,1580,4.7,6498,6,71,134,434,lifting,9,0,4,1
105,3594,8.4,9415,4,99,178,457,lifting,9,0,3,1
104,3491,8.2,12327,0,38,105,478,walking,8,0,0,0
69,2045,8.4,19805,1,66,81,188,walking,9,1,4,0
117,2140,9.4,3393,9,79,131,381,climbing,6,1,1,1
78,2058,7.1,7223,3,87,36,56,bending,6,1,5,1
62,1973,6.1,10623,4,70,35,276,walking,8,1,2,0
96,1979,6.4,11598,0,78,170,388,walking,6,0,1,0
74,1972,8.6,8414,4,96,157,193,walking,6,1,2,0
64,1622,8.5,8250,7,64,56,152,lifting,9,1,4,1
106,3172,7.7,18309,10,93,173,95,walking,10,1,5,1
115,2289,9.2,5281,7,87,130,16,walking,12,1,5,1
99,3192,4.8,12791,5,65,34,34,walking,6,0,2,1
119,3925,7.8,12403,2,61,78,453,sitting,10,1,1,0
120,1530,4.0,19755,6,66,99,291,bending,9,0,2,1
110,2687,9.3,12823,10,95,175,51,sitting,8,0,0,0
60,2060,3.7,7711,8,89,151,0,bending,9,0,1,1
113,3259,3.6,10438,2,28,66,489,lifting,12,0,0,1
78,3168,6.7,16451,5,38,50,20,lifting,10,1,4,1
87,2784,5.3,12372,10,62,140,481,bending,10,1,1,1
71,2177,7.2,11559,4,56,54,235,lifting,6,1,3,1
91,2379,7.1,5704,9,47,135,386,kneeling,12,0,3,1
60,3056,5.0,17919,10,83,66,366,walking,8,0,4,1
100,3858,7.5,11937,1,79,123,325,walking,6,1,3,1
90,1595,3.7,18074,3,20,144,200,walking,9,0,1,0
83,2904,4.8,6164,7,59,85,285,walking,7,1,1,0
115,2022,5.5,14946,3,58,165,107,climbing,7,0,1,1
114,1511,3.9,14462,4,74,153,186,lifting,7,0,4,1
80,2708,8.9,3788,8,60,72,31,walking,10,1,0,0
114,1678,8.4,4962,0,55,99,110,walking,6,1,0,0
97,3709,3.8,8910,4,25,178,429,climbing,11,0,0,1
106,3666,9.0,14244,8,57,164,200,sitting,8,1,1,1
70,2939,4.6,16217,7,69,163,180,climbing,8,1,5,1
87,2701,5.4,5638,9,42,156,252,sitting,6,0,4,1
73,2099,8.3,5275,6,76,109,312,sitting,7,0,1,0
65,3238,5.8,12642,2,44,160,405,lifting,8,1,0,1
104,2678,4.6,1712,3,60,146,451,climbing,9,0,0,1
71,2538,3.8,9040,8,69,84,192,walking,12,0,0,1
118,3508,5.5,12508,3,47,149,102,bending,8,1,3,2
101,3268,4.8,15235,5,88,121,260,walking,9,1,2,1
79,3090,8.6,3222,5,90,175,250,walking,11,0,5,0
75,3513,8.0,11508,8,33,98,342,bending,11,1,5,2
115,2019,9.2,18170,3,72,166,239,climbing,6,0,3,1
80,1596,5.4,3574,1,64,120,186,lifting,6,1,2,1
111,3937,7.3,5018,8,86,132,407,kneeling,12,1,0,1
65,3024,6.8,1901,1,82,48,375,kneeling,9,0,4,0
89,1532,8.4,7098,6,84,84,328,lifting,8,1,1,0
101,2568,4.6,13790,0,67,47,398,lifting,9,1,3,2
99,1543,5.6,9086,5,39,133,448,kneeling,12,0,5,1
120,1775,7.1,10744,7,30,178,375,lifting,11,0,5,1
75,2209,6.5,4452,0,80,93,64,sitting,9,1,4,0
113,2073,4.2,6929,3,24,81,440,sitting,10,0,2,1
86,2529,9.2,7696,1,76,65,396,lifting,11,0,5,1
101,2646,8.5,13946,3,28,48,268,bending,9,1,0,1
101,1772,6.9,17218,8,46,119,10,bending,8,1,2,1
83,2276,4.2,4493,3,32,68,183,sitting,9,0,4,1
97,3546,4.7,4385,3,65,35,477,sitting,8,0,3,1
117,3186,5.0,16820,1,91,128,354,walking,11,1,1,1
86,3745,7.6,7208,1,57,115,463,walking,12,1,4,1
101,1534,8.2,5382,0,76,166,435,sitting,11,1,5,1
93,2634,5.5,10873,0,42,63,82,climbing,11,1,3,2
103,1523,4.3,19153,0,74,141,447,climbing,7,1,1,1
88,3919,4.7,10297,4,54,119,455,lifting,11,0,3,1
88,3502,5.3,5710,1,20,172,98,lifting,9,0,5,1
77,2709,4.7,17054,1,22,162,131,walking,8,1,5,1
82,2604,4.6,8506,7,50,116,107,bending,8,1,1,1
79,3636,6.0,17701,10,44,72,82,sitting,12,0,2,1
61,2254,9.2,6962,7,77,96,333,climbing,11,0,1,0
74,3621,5.0,4626,3,81,32,173,kneeling,9,1,5,1
81,2075,4.5,3703,10,100,71,370,lifting,6,1,0,1
100,2115,4.8,10215,2,26,78,115,bending,12,1,5,2
73,3765,5.3,7887,5,24,43,64,lifting,8,1,1,1
94,2312,5.9,14615,9,55,78,208,sitting,10,1,5,1
99,2745,7.2,19907,7,89,112,436,bending,6,0,5,1
101,2768,5.3,11328,5,51,71,305,climbing,9,1,1,1
91,2791,7.0,6117,8,46,52,257,bending,10,1,0,2
85,3215,5.9,8990,4,43,161,414,lifting,10,0,0,1
81,2563,7.9,13423,8,42,105,310,climbing,9,0,2,1
103,2561,7.5,4729,1,53,38,483,climbing,8,1,3,1
85,2947,4.1,6947,6,81,100,499,kneeling,6,1,2,0
111,2424,5.6,7563,8,51,96,479,sitting,9,0,4,1
73,2405,5.3,11656,6,62,57,171,bending,10,0,1,1
105,2375,8.6,10808,7,71,39,175,kneeling,9,1,3,1
107,2991,7.5,15180,1,41,99,289,kneeling,11,0,1,1
109,2722,5.0,11232,6,82,178,431,climbing,10,0,4,1
97,2113,5.7,6406,9,32,103,329,kneeling,7,1,1,1
108,2887,7.3,6228,9,26,162,478,walking,6,0,5,1
85,3608,6.0,9648,4,77,164,223,kneeling,9,0,1,0
60,3373,3.9,3839,1,71,94,128,lifting,11,0,3,1
108,3969,6.5,3690,8,79,44,365,lifting,8,0,5,1
96,3777,7.5,9786,0,64,99,39,kneeling,6,1,5,1
116,3964,6.7,11432,10,35,61,468,climbing,8,0,3,1
65,2775,4.3,15545,4,23,105,183,lifting,7,0,4,1
103,2847,8.6,17431,9,47,147,15,kneeling,6,0,5,1
75,2915,6.2,10046,3,31,172,290,lifting,6,0,2,0
101,3885,9.1,9362,6,24,60,455,walking,10,1,2,1
102,3832,6.9,15993,2,71,88,51,bending,8,0,4,1
64,1532,6.8,15334,7,26,98,475,bending,12,0,5,1
97,2970,8.5,15711,9,22,84,164,sitting,11,0,3,1
77,2113,8.0,18309,2,48,122,291,kneeling,8,1,3,1
120,1822,6.7,14719,4,86,102,38,walking,6,0,1,0
78,3832,5.8,12474,9,46,157,21,bending,9,0,3,1
69,2424,5.5,13823,4,46,127,45,lifting,7,1,0,1
105,2812,6.3,15170,2,99,159,143,climbing,11,1,2,1
92,3518,9.3,2727,9,75,95,210,lifting,8,1,4,1
99,2645,6.6,17794,10,65,133,369,lifting,6,1,3,1
92,2886,6.8,14554,7,76,164,308,sitting,7,0,2,0
99,3345,8.1,8057,9,46,40,116,bending,9,0,4,2
96,3806,4.8,13388,0,51,168,473,bending,11,1,0,1
100,3020,7.8,10351,2,44,130,273,walking,9,0,5,1
73,3351,4.0,3384,8,75,112,275,kneeling,6,1,2,1
85,1976,7.6,2288,4,72,116,154,sitting,9,1,3,0
84,2405,7.6,7873,6,44,171,341,lifting,7,0,5,1
111,2075,8.8,7907,0,56,76,49,lifting,7,1,4,1
107,3837,6.8,7094,0,58,167,228,kneeling,11,0,3,1
106,1688,9.0,4031,2,49,81,171,climbing,12,0,5,1
91,3429,7.7,12371,9,20,50,91,kneeling,7,0,4,1
69,1598,3.9,7852,7,21,103,164,climbing,8,0,5,1
95,2818,3.8,16482,4,97,50,473,lifting,7,0,4,1
68,2304,8.7,14483,9,74,109,319,walking,10,0,3,0
95,2418,4.0,18983,0,22,85,481,walking,10,0,1,1
118,3276,8.0,7511,6,28,106,368,lifting,8,1,5,1
86,1813,7.1,12953,6,31,111,274,lifting,10,0,5,1
64,1547,5.9,10452,10,39,178,94,walking,7,0,5,1
99,3508,8.0,19986,5,86,178,107,bending,11,0,0,1
64,1658,9.5,19335,9,86,49,470,lifting,9,0,1,1
69,2080,7.4,17309,4,76,162,121,lifting,6,1,2,0
67,1524,6.6,18563,3,59,98,128,walking,8,0,3,0
78,2067,5.1,10833,1,83,158,169,kneeling,8,1,5,1
91,1677,4.4,5279,8,44,50,28,kneeling,6,1,3,2
118,1780,7.1,4070,0,57,91,378,kneeling,9,0,1,0
79,1871,3.7,5998,4,38,119,23,sitting,10,1,1,1
66,1729,9.0,6166,6,91,105,144,lifting,10,1,3,1
110,3269,8.5,18694,9,73,52,353,climbing,9,1,5,2
71,3806,9.2,5107,0,58,73,393,kneeling,9,1,5,0
94,1860,3.8,4063,4,28,42,369,lifting,10,0,2,1
118,3926,7.3,7933,0,69,118,49,lifting,9,1,4,1
70,2831,8.9,11485,2,84,161,13,lifting,8,1,0,0
112,2993,5.1,19478,0,67,41,259,sitting,11,1,5,2
65,3444,8.0,1470,4,36,42,388,sitting,9,0,0,0
116,3645,8.5,19314,8,76,114,475,walking,9,0,1,0
70,3638,8.7,10684,1,49,89,347,walking,8,0,1,0
103,1802,3.9,16739,7,21,37,72,walking,12,0,2,1
94,2070,4.7,1769,6,42,149,158,bending,6,1,3,2
117,1718,8.9,18393,3,41,159,201,lifting,8,0,3,1
66,2776,4.8,10163,3,58,179,465,lifting,11,0,2,1
112,2917,7.5,15831,4,73,105,370,walking,7,0,0,0
77,1565,4.8,2444,10,63,170,398,lifting,10,0,2,1
102,3603,9.4,8739,5,20,140,64,kneeling,7,1,4,1
102,1636,7.9,10043,9,28,175,335,sitting,12,0,3,1
119,2302,4.9,3202,2,98,82,356,kneeling,9,1,2,1
85,3758,5.5,2942,2,37,32,326,kneeling,6,1,1,1
94,2716,8.0,19892,2,77,124,33,walking,12,0,5,1
77,3122,5.5,18896,3,67,55,130,climbing,6,0,0,1
67,2586,3.7,15857,9,84,87,140,lifting,6,1,3,1
110,1809,8.3,14800,10,27,55,376,lifting,10,0,0,1
114,3307,8.3,11125,9,92,140,103,walking,6,1,2,1
74,2487,8.6,16210,5,45,56,253,sitting,7,1,0,1
110,2257,9.1,6195,4,22,42,16,walking,8,0,3,1
113,2868,8.6,3740,8,49,117,19,bending,6,0,1,1
95,3437,9.2,9761,0,87,155,190,bending,9,1,1,1
118,2437,5.6,19390,10,24,70,411,climbing,8,0,0,1
100,2735,7.0,18448,8,58,48,198,bending,7,1,2,1
91,3418,7.4,7124,7,99,136,313,bending,12,0,4,1
102,2117,3.5,13081,1,66,149,2,sitting,12,1,5,1
72,2446,3.6,8180,4,99,99,284,lifting,8,0,5,1
84,3615,6.3,10539,3,50,156,464,walking,6,1,5,0
119,1546,4.4,1691,3,22,42,279,lifting,12,0,1,2
98,1871,3.9,10819,0,82,118,191,kneeling,9,1,1,1
64,3205,8.9,9269,8,59,103,119,lifting,8,0,2,0
119,2568,9.1,16688,5,65,35,405,kneeling,7,0,4,1
69,3663,7.3,19294,1,70,50,119,climbing,11,0,4,1
116,2839,7.6,18543,0,82,87,405,walking,9,0,2,0
84,2414,5.6,10640,2,88,108,222,kneeling,12,1,1,1
108,3724,6.2,2722,3,41,81,268,walking,12,0,1,1
90,1748,5.4,9571,3,37,152,495,bending,8,0,1,1
84,2944,5.6,11607,9,43,97,187,kneeling,6,0,1,1
106,2515,4.2,17637,1,84,120,331,sitting,11,0,2,1
107,1880,5.0,17914,8,42,151,115,climbing,11,1,4,2
62,3901,6.9,10177,7,31,166,444,bending,12,0,5,1
72,2090,5.3,2251,6,39,48,369,sitting,9,0,1,1
73,2938,5.1,7197,3,80,45,86,sitting,8,1,5,1
85,2282,5.2,19002,1,53,59,437,bending,8,1,3,1
102,1953,9.5,2851,7,52,174,69,walking,12,0,4,1
113,3256,6.0,5476,8,66,56,327,sitting,6,0,4,1
108,2239,8.1,15673,4,60,145,140,sitting,9,1,4,1
101,3974,4.4,13171,0,82,139,445,walking,7,1,5,1
111,2444,6.0,7592,5,49,156,57,walking,6,1,3,1
75,1717,6.5,2900,9,62,165,105,lifting,8,0,4,1
119,3107,4.8,8855,1,26,75,206,sitting,11,1,3,2
78,3454,5.1,10543,9,45,131,201,climbing,7,1,1,1
66,3138,3.6,9098,4,25,72,466,kneeling,10,1,2,1
109,1515,7.2,7669,4,98,130,143,climbing,12,0,2,1
74,2876,8.7,6368,1,61,104,76,bending,12,1,1,1
113,3194,6.2,3656,8,88,70,476,climbing,11,1,0,1
65,2354,6.1,4022,6,69,142,112,walking,12,0,0,0
104,3374,7.4,15674,5,95,100,415,lifting,8,1,3,1
90,2230,3.6,10177,5,48,87,498,climbing,11,1,4,2
110,3369,7.1,15260,2,78,132,76,sitting,7,1,5,1
117,1704,8.0,8234,0,24,149,301,kneeling,7,0,5,1
73,3775,7.0,3497,7,84,155,386,walking,11,1,3,1
74,2258,3.9,17502,7,90,56,379,climbing,7,1,5,1
115,3849,6.7,15345,3,62,59,475,lifting,8,1,1,1
79,2729,8.2,14497,8,63,30,18,kneeling,8,1,4,1
103,2569,6.2,6363,9,49,132,397,bending,6,1,3,2
115,2131,8.9,2329,8,76,176,454,walking,10,1,4,1
116,3069,4.9,14987,7,77,139,118,kneeling,9,1,1,1
115,3024,4.3,8821,6,21,34,404,climbing,8,1,0,2
76,1537,7.4,10034,1,45,160,118,kneeling,10,0,0,0
64,3381,5.4,5888,8,36,31,415,bending,9,0,3,2
90,3878,7.4,18597,10,71,61,469,kneeling,7,1,3,1
105,1781,6.0,9551,0,41,171,328,lifting,7,0,1,1
70,2235,7.6,10639,6,75,51,497,bending,9,1,0,1
90,2972,6.9,14041,6,43,133,181,climbing,12,0,2,1
118,2394,6.8,18364,3,45,176,89,walking,11,1,0,1
99,3867,7.8,7135,6,96,49,233,climbing,12,1,4,2
95,2996,6.2,10715,2,76,83,429,sitting,10,1,0,0
103,3371,3.7,11549,4,79,69,24,kneeling,7,1,2,1
114,3090,7.6,5642,9,72,147,367,kneeling,12,1,3,1
67,3552,7.1,3547,6,72,168,22,climbing,7,0,5,0
120,1688,3.7,3594,7,92,150,240,climbing,9,0,0,1
71,2155,3.6,9190,6,59,63,111,kneeling,7,0,1,0
81,2808,4.6,1970,9,59,55,84,sitting,8,1,1,1
100,1944,4.4,1759,2,66,96,416,bending,12,0,4,1
76,1933,4.0,7199,9,71,115,133,sitting,7,1,5,1
80,1899,6.2,13762,5,73,173,112,climbing,8,1,0,0
113,3955,7.4,6791,6,38,160,474,kneeling,12,1,2,1
103,3511,4.4,7278,1,56,80,437,lifting,9,0,2,1
75,2226,6.6,12999,8,93,104,231,lifting,10,0,3,1
98,3856,7.9,18929,1,90,174,65,walking,12,1,0,1
63,2556,5.3,2928,7,32,56,114,bending,9,1,3,2
94,1721,8.8,13615,8,87,149,263,sitting,10,0,1,0
98,1911,4.4,16093,7,99,39,172,walking,11,1,2,1
64,3576,7.7,12169,3,52,76,428,kneeling,9,0,1,0
96,3394,7.9,17174,3,49,161,1,lifting,8,0,2,1
102,2293,4.5,14691,10,98,109,325,sitting,6,0,2,1
109,2046,9.2,5622,0,24,171,198,sitting,10,1,1,1
104,2278,9.1,9504,8,82,164,34,kneeling,7,1,1,1
117,1881,3.9,10329,7,56,131,239,sitting,12,1,1,1
70,2797,4.0,9202,1,62,137,35,climbing,7,0,1,0
77,2426,4.4,16013,9,39,94,242,bending,11,1,0,2
89,2621,3.8,11731,10,46,39,20,sitting,9,1,0,1
114,3338,4.4,7891,4,27,130,289,climbing,12,1,2,2
67,2430,9.4,6965,6,44,31,467,bending,6,1,0,1
118,3758,9.2,19962,2,36,159,103,lifting,10,0,1,1
64,2419,4.7,16225,0,52,112,403,bending,6,0,5,1
92,3177,9.3,17260,2,99,106,99,lifting,9,0,4,1
89,2268,8.1,11976,1,37,176,189,lifting,10,1,5,1
103,2097,6.7,12006,5,89,128,255,kneeling,11,0,0,0
84,1662,7.4,6060,7,85,138,100,bending,11,1,4,1
119,3306,8.4,12848,6,32,64,271,lifting,9,1,2,1
110,2146,8.8,4454,0,96,114,108,lifting,9,0,2,0
84,3100,6.3,19139,10,63,143,386,lifting,7,1,0,1
67,2034,7.1,18576,10,86,47,4,sitting,7,0,4,1
100,2829,7.3,9306,7,99,132,163,bending,12,1,2,1
82,1676,8.3,11601,5,53,168,265,sitting,10,0,3,0
96,1706,5.3,19989,8,80,161,270,kneeling,10,1,4,1
100,3731,8.7,10978,4,20,131,19,walking,12,1,4,1
108,1643,6.9,12986,9,59,42,176,bending,11,0,0,1
96,3656,6.9,1605,2,20,157,238,climbing,7,0,4,1
117,3560,8.8,11804,3,22,71,496,kneeling,7,0,1,0
84,3404,6.2,12326,2,92,156,296,walking,8,0,4,0
79,1914,7.7,5725,7,95,56,403,walking,7,1,1,0
118,2518,4.3,12714,8,91,160,400,sitting,12,0,2,1
108,1823,6.0,16932,4,42,65,49,walking,11,0,0,1
107,2835,5.3,9898,4,85,119,7,walking,11,1,3,1
104,1799,3.6,3311,6,88,53,450,lifting,9,0,1,1
116,3474,6.4,17047,3,21,115,481,lifting,11,1,5,2
120,3112,3.6,7235,7,42,44,157,lifting,7,0,5,2
110,2722,3.6,10941,0,33,70,38,climbing,10,1,3,2
105,2340,8.9,11170,3,71,47,140,sitting,8,0,0,0
70,3957,3.6,8825,1,40,165,500,climbing,10,1,3,1
89,3296,5.6,10616,6,98,158,395,bending,7,1,1,1
73,2117,3.7,10248,8,32,134,259,sitting,7,0,4,1
117,3870,7.5,1055,8,80,38,34,sitting,9,0,4,1
90,1732,8.2,6360,7,49,63,136,climbing,9,0,0,0
79,3089,5.2,11939,0,85,162,375,walking,7,0,2,0
100,2312,7.2,19719,6,100,108,498,bending,11,1,5,1
112,3509,4.8,5866,3,82,70,130,kneeling,11,0,4,1
70,1855,5.0,5529,4,20,130,36,kneeling,9,1,3,1
61,2964,5.9,5899,7,52,124,13,sitting,11,1,4,1
82,3645,4.5,3735,6,94,54,102,sitting,7,0,1,0
108,2888,6.9,2541,2,60,130,86,lifting,10,1,2,1
90,3285,3.8,10734,0,58,67,136,lifting,8,0,5,1
103,3205,5.4,6078,6,29,131,28,sitting,9,1,1,1
61,1610,6.1,11013,7,70,129,497,bending,6,1,5,1
73,1793,8.5,16750,8,46,148,145,climbing,9,1,5,1
98,2418,6.5,16778,2,59,75,458,sitting,7,1,4,1
79,1795,4.6,18655,10,82,135,394,lifting,7,0,3,1
66,2153,5.2,19143,7,77,175,307,sitting,11,0,4,1
79,1652,5.9,19069,1,42,147,177,climbing,6,0,2,1
118,1650,6.9,16473,3,38,112,405,kneeling,9,1,4,1
64,1623,5.8,6233,4,78,49,482,climbing,8,1,4,1
72,3693,7.9,11385,1,43,36,172,sitting,6,1,1,1
92,1607,7.9,17422,6,58,148,392,climbing,6,0,3,1
120,3880,5.8,5538,0,39,91,98,climbing,7,1,0,1
85,3020,8.1,19343,1,46,150,276,kneeling,8,1,5,1
68,2326,5.5,8400,5,28,71,301,lifting,8,1,4,1
111,3817,8.4,8178,8,65,123,70,sitting,12,0,2,1
114,1660,3.8,11355,1,22,132,329,climbing,12,1,0,2
83,3778,6.6,19961,5,92,70,328,sitting,7,0,2,0
93,3594,5.0,6087,5,82,44,86,lifting,6,1,4,2
107,3099,5.9,2419,2,88,76,268,lifting,8,1,2,1
116,3279,8.7,4096,7,90,58,488,sitting,8,0,3,1
111,1855,7.9,3259,5,50,172,112,walking,9,1,5,1
114,2751,5.2,7446,4,79,102,117,lifting,7,1,5,1
69,3262,9.2,16259,8,54,117,410,climbing,9,0,0,0
109,2847,9.1,14072,8,29,134,471,lifting,10,1,2,1
102,1735,5.7,17757,7,74,136,14,bending,6,1,4,1
70,3060,8.6,10314,10,80,88,8,climbing,8,0,1,0
89,3951,6.5,5385,7,45,33,57,kneeling,10,1,4,1
110,3894,5.3,13221,2,33,151,149,sitting,11,1,2,1
95,3883,9.0,18894,8,54,80,411,kneeling,9,1,2,1
113,2427,7.6,1738,10,70,163,140,lifting,12,1,2,1
